CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10459,598.78776,1,519,0,519,0,0.818182,0,0.636364,0,0,9,4500,621.255763,210.248259,0,11
C10460,3143.928913,1,3055.87,3055.87,0,0,0.75,0.75,0,0,0,26,4500,2198.293667,784.387878,0,12
C10461,5580.530306,1,2470.4,457.73,2012.67,1652.878895,0.5,0.083333,0.5,0.083333,1,19,9500,3340.041274,3024.949485,0,12
C10462,576.635957,1,1671.6,480,1191.6,0,1,0.333333,1,0,0,48,1800,1021.907217,179.585842,0,12
C10463,51.818382,0.454545,903.36,903.36,0,0,0.25,0.25,0,0,0,6,15000,538.841222,41.302445,0,12
C10466,1036.595935,1,0,0,0,193.738137,0,0,0,0.083333,1,0,1200,274.653536,327.072615,0,12
C10467,21.12921,0.545455,229.5,54,175.5,0,0.5,0.083333,0.416667,0,0,7,3150,423.206638,157.471831,0.714286,12
C10468,1534.969344,1,1476.19,1476.19,0,0,1,1,0,0,0,23,2500,1493.919986,382.989143,0,12
C10469,4994.04832,1,2506.89,2506.89,0,0,0.75,0.75,0,0,0,30,8500,1230.219396,1646.973276,0,12
C10470,4700.106602,1,2570,492.46,2077.54,124.563782,0.75,0.166667,0.666667,0.166667,2,40,4500,3259.958288,5620.295192,0,12
C10471,9601.071318,1,238.34,0,238.34,4809.11955,0.833333,0,0.833333,1,8,5,15000,1194.510762,1206.257247,0,6
C10472,1207.888199,0.875,1342.36,1037.96,304.4,1738.109478,0.875,0.875,0.5,0.25,2,27,4000,288.883026,312.026316,0,8
C10473,87.442862,0.818182,786.32,186.32,600,0,0.636364,0.090909,0.545455,0,0,7,7500,881.284581,97.186371,0.666667,11
C10474,123.394089,0.909091,1450.68,0,1450.68,0,1,0,1,0,0,20,6000,1583.421932,137.826186,0.454545,12
C10475,395.052994,1,1239.46,752.28,487.18,0,0.666667,0.416667,0.416667,0,0,14,1500,401.217047,177.766827,0,12
C10476,1715.459275,1,96.75,34.65,62.1,19.141227,0.333333,0.083333,0.25,0.083333,1,7,1800,452.225512,411.612521,0,12
C10477,1492.039988,1,4106.15,2688.46,1417.69,734.816479,0.333333,0.25,0.416667,0.083333,1,50,12000,9678.173119,606.899183,0.5,12
C10478,636.669685,1,2022.38,1892.38,130,0,0.916667,0.916667,0.333333,0,0,19,6000,939.306791,301.000749,0,12
C10480,223.772475,1,3654.08,291.41,3362.67,0,1,0.166667,1,0,0,32,2500,3301.334578,180.338402,0.333333,12
C10481,1122.603377,1,883.73,457.62,426.11,0,0.833333,0.333333,0.75,0,0,26,3000,632.062443,568.410749,0,12
C10482,805.131074,1,795.54,167.4,628.14,418.482499,1,0.166667,1,0.083333,1,20,1700,1804.065076,261.258072,0,12
C10483,869.001444,1,0,0,0,278.591282,0,0,0,0.083333,1,0,1200,541.101815,286.374289,0,12
C10484,4458.055159,1,0,0,0,2806.959645,0,0,0,0.583333,18,0,7500,1088.755323,1189.693931,0,12
C10485,2070.069187,1,1382.57,1077.75,304.82,0,1,0.666667,0.833333,0,0,33,2400,1580.0815,466.772558,0,12
C10486,52.229659,1,565.5,0,565.5,101.137379,1,0,1,0.083333,1,14,8500,2768.795805,199.803721,0.25,12
C10487,6426.639738,1,4462.86,2816.46,1646.4,4599.625146,1,0.833333,0.916667,0.333333,11,103,11800,1793.043228,3101.01703,0,12
C10488,206.596865,0.363636,1726.67,1726.67,0,0,0.166667,0.166667,0,0,0,4,6000,4804.383296,128.834658,0,12
C10489,5810.748774,1,217,217,0,12377.36037,0.166667,0.166667,0,0.583333,16,2,9000,10428.37611,1599.353926,0.166667,12
C10490,3872.605467,1,0,0,0,1483.933054,0,0,0,0.416667,8,0,4000,1067.405461,911.08543,0,12
C10491,2597.400267,1,1748.73,518.44,1230.29,0,1,0.416667,1,0,0,31,6500,2497.488126,1584.520204,0,12
C10492,1481.43247,1,0,0,0,149.36039,0,0,0,0.083333,1,0,1800,586.426259,494.954634,0,12
C10493,1135.53683,1,50.98,0,50.98,0,0.333333,0,0.333333,0,0,4,1200,320.592941,385.347014,0,12
C10494,3430.981532,1,378.04,0,378.04,0,0.166667,0,0.166667,0,0,4,11300,4315.936534,4483.503862,0,12
C10495,4102.599015,1,1483.12,1085.19,397.93,1992.715742,0.833333,0.25,0.583333,0.166667,3,30,5000,1357.36111,1919.690041,0,12
C10497,150.952465,0.727273,6407.67,3725.33,2682.34,0,1,0.666667,1,0,0,44,14500,3484.429075,108.937025,0.3,12
C10498,3170.537693,0.909091,0,0,0,1161.103112,0,0,0,0.181818,2,0,3500,547.23924,1111.251287,0,11
C10501,911.281862,1,70,70,0,0,0.083333,0.083333,0,0,0,1,8500,566.292758,218.497636,0,12
C10502,45.753138,0.545455,449.96,0,449.96,0,0.5,0,0.5,0,0,8,7000,1023.209164,127.78905,0.6,12
C10503,456.648662,1,3355.33,2305.33,1050,0,0.916667,0.583333,0.833333,0,0,27,6500,2087.871747,207.584121,0.363636,12
C10504,198.035504,0.545455,0,0,0,14371.78789,0,0,0,0.25,3,0,10000,14481.46544,19.492021,0,12
C10505,473.840442,0.727273,0,0,0,818.124484,0,0,0,0.333333,12,0,3000,142.286073,164.391437,0,12
C10506,285.813075,1,3220.09,2941.39,278.7,0,1,1,0.416667,0,0,24,15000,826.764555,212.075152,1,12
C10507,204.329381,1,6558.55,6558.55,0,0,1,1,0,0,0,74,7000,5872.707939,169.703195,0.916667,12
C10508,3690.177649,1,0,0,0,1328.643945,0,0,0,0.5,11,0,4000,1006.358943,1819.542692,0,12
C10509,327.445978,1,4305.05,2905.71,1399.34,0,1,0.916667,0.916667,0,0,38,9500,4030.061017,197.534405,0.666667,12
C10510,6856.045926,1,262.1,262.1,0,3053.777459,0.166667,0.166667,0,0.333333,13,5,13000,1629.239381,1998.044046,0,12
C10511,155.644239,0.727273,1626.83,828.85,797.98,0,0.75,0.75,0.166667,0,0,17,13000,1924.101393,123.522314,0.571429,12
C10512,4263.008734,1,3522.57,1482,2040.57,2485.845274,1,0.333333,1,0.25,6,25,6000,1165.621928,1520.54755,0,12
C10513,10249.71178,1,0,0,0,2438.356719,0,0,0,0.333333,9,0,18000,2662.365409,2539.198217,0,12
C10514,813.185305,1,8194.05,7280.27,913.78,0,1,1,1,0,0,121,6000,7069.804042,216.277252,0.583333,12
C10515,911.893997,1,1604.8,1527.3,77.5,1302.014616,0.25,0.25,0.083333,0.083333,2,11,4500,191.366024,307.812023,0.083333,12
C10516,3563.23692,1,709.9,609.9,100,779.264494,1,1,0.083333,0.166667,2,16,7000,826.576112,817.39586,0,12
C10517,12478.17286,1,174,174,0,3269.418821,0.25,0.25,0,0.666667,21,3,14000,3251.190662,3872.099498,0,12
C10518,2061.27937,1,0,0,0,554.11523,0,0,0,0.25,3,0,4500,552.713988,585.776445,0,12
C10519,1556.376158,1,0,0,0,655.037683,0,0,0,0.583333,16,0,1700,1076.722225,1206.741644,0,12
C10520,126.207012,0.636364,913,0,913,0,0.416667,0,0.333333,0,0,5,7500,1718.487894,140.181283,1,12
C10521,2516.753364,1,606.62,598.95,7.67,0,0.833333,0.833333,0.083333,0,0,14,2750,1043.617154,1342.522124,0,12
C10522,1199.942209,1,1447.01,306.31,1140.7,49.912813,0.916667,0.166667,0.916667,0.083333,1,19,2400,642.723723,457.255269,0,12
C10523,13479.28821,1,41050.4,40624.06,426.34,0,0.833333,0.666667,0.416667,0,0,157,17000,36066.75068,15914.48462,0.083333,12
C10524,80.062693,1,727.27,727.27,0,0,0.583333,0.583333,0,0,0,11,20000,822.928249,206.656437,0.916667,12
C10525,839.897907,1,1869.88,815.11,1054.77,0,1,0.363636,0.909091,0,0,30,4000,999.235386,280.393252,0,11
C10526,128.175207,0.818182,182.94,0,182.94,0,0.833333,0,0.833333,0,0,10,5000,1391.649702,186.774371,0.3,12
C10527,47.6368,0.727273,379.28,0,379.28,0,0.583333,0,0.583333,0,0,7,2500,641.943628,156.644197,1,12
C10528,1529.206464,1,874.94,0,874.94,0,0.833333,0,0.75,0,0,18,1500,716.241063,1502.744095,0,12
C10529,2643.343414,1,26402.39,22257.39,4145,0,1,1,0.333333,0,0,114,16500,24529.27662,534.032339,1,12
C10530,2924.757622,1,0,0,0,281.044645,0,0,0,0.166667,3,0,3000,677.649435,1187.962476,0,12
C10532,5036.870531,1,1752.15,1564.16,187.99,1072.351863,1,0.916667,0.583333,0.25,4,53,10300,1489.597574,1549.64691,0,12
C10533,32.042424,0.909091,400.41,0,489.39,0,0.833333,0,0.75,0,0,11,4500,353.570259,132.13182,0.666667,12
C10534,2549.128288,1,13771.63,4503.31,9268.32,0,1,0.5,1,0,0,83,14500,16826.42443,451.636081,0.25,12
C10535,3718.606699,1,1172.68,1172.68,0,10372.8492,0.083333,0.083333,0,0.5,10,7,9500,4820.842925,760.028047,0,12
C10536,4914.325665,1,1653.6,353.6,1300,1442.395734,0.75,0.25,0.583333,0.166667,3,14,5000,3410.253378,3451.70216,0,12
C10537,1191.584153,1,4238.79,2220.39,2018.4,0,1,0.5,1,0,0,33,10500,3528.728592,287.515344,0.083333,12
C10538,98.420888,1,907.37,907.37,0,0,1,1,0,0,0,12,10000,908.907467,184.723457,1,12
C10539,1534.891604,1,0,0,0,2614.626296,0,0,0,0.25,8,0,3000,304.984801,427.594038,0,12
C10540,675.117139,0.181818,0,0,0,6523.780195,0,0,0,0.083333,1,0,12500,0,,0,12
C10542,43.42718,1,569.34,0,569.34,0,1,0,1,0,0,19,16500,758.421856,163.044353,1,12
C10543,1874.601636,1,305.78,0,305.78,0,0.583333,0,0.583333,0,0,14,1500,518.757481,19977.00572,0,12
C10544,15258.2259,1,529.3,529.3,0,4100.891579,0.5,0.5,0,1,23,10,19000,2051.14647,3905.740148,0,8
C10545,4497.213951,1,2001.19,210.43,1790.76,0,1,0.083333,1,0,0,30,4500,3058.768463,5067.863223,0,12
C10546,986.149218,0.454545,0,0,0,2955.030338,0,0,0,0.166667,6,0,3000,832.894753,706.541302,0,12
C10547,257.997181,1,1020.47,185,835.47,0,0.916667,0.083333,0.916667,0,0,27,6500,1099.15757,163.155119,0,12
C10548,4507.733288,1,4754.32,3636.53,1117.79,0,1,0.833333,0.75,0,0,43,9500,1924.73689,957.077692,0,12
C10549,1117.635883,1,0,0,0,97.200877,0,0,0,0.25,3,0,1200,308.089987,361.250401,0,12
C10550,5083.397311,1,331.95,331.95,0,10384.82416,0.2,0.2,0,0.8,31,2,8000,4453.691497,1088.959964,0,10
C10551,3649.559565,0.818182,1490,1490,0,8824.695802,0.083333,0.083333,0,0.166667,2,1,12500,573.307364,747.486806,0,12
C10552,77.45581,1,558.28,270.52,287.76,0,0.916667,0.25,0.833333,0,0,14,8000,601.746596,149.982513,0.333333,12
C10553,1362.418281,1,1477.44,900,577.44,451.968387,1,0.111111,0.888889,0.111111,1,10,1500,559.095981,1058.84479,0,9
C10554,189.12074,0.909091,1051.1,0,1051.1,0,0.833333,0,0.833333,0,0,13,3000,1301.155857,168.227161,0.375,12
C10555,2374.663583,1,2242.26,1222.96,1019.3,228.465161,1,0.416667,1,0.083333,2,42,2850,2073.374513,874.422722,0,12
C10556,1112.070216,1,179.24,59,120.24,0,0.416667,0.083333,0.333333,0,0,7,4000,217.546584,368.652894,0,12
C10557,2569.379868,1,972.65,162.95,809.7,1390.367155,0.583333,0.166667,0.5,0.166667,5,15,5500,807.047622,590.361005,0,12
C10558,2883.906333,1,4620.34,4300.42,319.92,0,1,0.583333,1,0,0,21,7500,6476.333335,1090.368608,0.083333,12
C10559,71.046063,0.181818,1023.8,1023.8,0,0,0.083333,0.083333,0,0,0,2,20000,5872.895164,116.063003,0,12
C10560,3366.051663,1,6344.3,4438.8,1905.5,0,1,0.833333,0.666667,0,0,54,12000,2890.901993,694.340138,0.083333,12
C10561,7190.047748,1,1549.61,1549.61,0,3269.100834,0.666667,0.666667,0,0.75,11,19,17500,1727.425472,1770.058766,0,12
C10562,68.039722,0.454545,734.11,734.11,0,0,0.333333,0.333333,0,0,0,6,5000,1537.307484,102.554198,0.5,12
C10563,5066.461251,1,2274.21,1282.85,991.36,2854.551358,1,0.666667,1,0.75,23,60,5000,5174.255034,6174.387335,0,12
C10564,2454.610005,1,1635.69,0,1635.69,486.813976,1,0,1,0.083333,1,33,3000,1442.488419,1113.097672,0,12
C10565,64.329876,0.272727,627.03,482.03,145,0,0.25,0.166667,0.166667,0,0,8,6000,1513.704151,112.874987,1,12
C10566,1284.63314,1,55.5,0,55.5,5406.459348,0.083333,0,0.083333,0.833333,123,1,3000,3432.757202,421.385587,0,12
C10567,76.93561,0.833333,277,277,0,0,0.333333,0.333333,0,0,0,2,8500,814.605178,109.433095,0.333333,6
C10568,950.563525,0.909091,7479.95,7479.95,0,0,0.818182,0.818182,0,0,0,14,15000,7521.226078,319.437528,0.888889,11
C10569,5178.179489,1,3937.59,2606.42,1331.17,0,1,0.75,0.833333,0,0,54,9500,1248.498168,1143.849403,0,12
C10570,531.455619,1,6300.4,6300.4,0,0,0.833333,0.833333,0,0,0,21,16500,4924.941312,182.288774,1,12
C10571,263.6992,1,1856.64,0,1856.64,0,1,0,1,0,0,12,1800,1591.559543,1991.577214,0,12
C10572,492.070146,0.8,4924.41,4924.41,0,0,0.8,0.8,0,0,0,48,10500,3430.597877,149.408227,1,10
C10573,1034.660626,0.833333,1308.11,1308.11,0,234.602843,0.5,0.5,0,0.166667,1,8,1500,236.764555,207.007715,0,6
C10574,11547.52001,1,49039.57,40761.25,8278.32,558.166886,1,1,0.916667,0.083333,1,101,22500,46930.59824,2974.069421,0.25,12
C10575,8997.488544,1,4604.72,4020.33,584.39,1854.533843,0.916667,0.666667,0.75,0.166667,8,46,9000,4201.889848,7060.930982,0,12
C10576,9149.4096,1,227.8,227.8,0,5583.937965,0.333333,0.333333,0,0.666667,13,4,9500,6710.905443,6510.915661,0,12
C10577,1296.922119,1,2327.49,2327.49,0,1873.271885,0.666667,0.666667,0,0.25,6,18,6000,2322.412643,360.670758,0,12
C10578,1758.979585,0.818182,1199,1199,0,8552.910316,0.090909,0.090909,0,0.636364,17,1,6750,11634.38713,422.041626,0.111111,11
C10579,194.493602,1,1174.76,0,1174.76,0,1,0,1,0,0,41,4500,1280.294998,203.755356,0,12
C10580,3294.37955,1,0,0,0,2546.891416,0,0,0,0.083333,3,0,4000,1084.059239,1228.291582,0,12
C10581,5404.202992,1,469,286,183,8005.22508,0.666667,0.166667,0.333333,0.833333,52,4,7000,2676.467444,1468.475204,0,6
C10582,5484.800476,1,0,0,0,1239.217984,0,0,0,0.666667,8,0,6000,2060.020446,1306.960035,0,12
C10583,181.463092,1,133.39,133.39,0,219.143859,0.25,0.25,0,0.166667,2,3,2500,168.425788,169.473399,0,12
C10584,1311.732049,1,10700.63,2912.65,7787.98,0,0.916667,0.5,1,0,0,222,6000,9853.313787,280.014823,0.818182,12
C10585,542.218074,1,0,0,0,1074.741949,0,0,0,0.166667,2,0,1500,1328.855136,189.52525,0,12
C10586,1029.101022,1,49.1,0,49.1,0,0.25,0,0.25,0,0,3,1000,59.924534,8269.955787,0,12
C10587,1202.975648,1,11313.77,10133.7,1180.07,0,1,1,0.833333,0,0,98,6000,10718.04224,281.611634,0.833333,12
C10588,1095.379426,1,0,0,0,282.895246,0,0,0,0.25,3,0,1200,432.048813,256.494357,0,12
C10589,4546.766836,1,3525.37,0,3525.37,0,1,0,1,0,0,66,15000,14083.96809,1442.933291,0.25,12
C10590,28.934197,0.909091,258.74,258.74,0,0,0.666667,0.666667,0,0,0,16,12000,502.486404,105.034384,1,12
C10591,3457.086184,1,2448.6,0,2448.6,0,1,0,1,0,0,12,1700,227.514473,38512.12477,0,12
C10592,23.290641,0.727273,293.99,194.99,99,0,0.5,0.25,0.166667,0,0,6,12500,287.796655,93.027601,0.333333,12
C10593,9559.783145,1,709,709,0,771.711794,0.3,0.3,0,0.3,3,3,10500,2447.227264,2042.09446,0,10
C10594,2154.175363,1,1628.07,1628.07,0,0,0.333333,0.333333,0,0,0,8,5000,654.505745,507.655831,0,12
C10595,2627.184835,1,0,0,0,3216.192328,0,0,0,0.083333,7,0,3150,394.285767,10636.14839,0,12
C10596,2689.586312,1,0,0,0,2224.68646,0,0,0,0.083333,1,0,7000,809.880619,663.360789,0,12
C10597,11.890862,0.090909,165,165,0,0,0.083333,0.083333,0,0,0,1,15000,0,,0,12
C10598,3452.538704,1,11681.64,11681.64,0,0,1,1,0,0,0,141,10500,8145.713972,1198.614519,0,12
C10599,1068.031748,0.727273,98.97,0,98.97,0,0.416667,0,0.416667,0,0,5,2500,3594.989864,445.215577,0,12
C10600,7295.920263,1,0,0,0,721.214369,0,0,0,0.25,4,0,7500,1984.351035,3082.801095,0,12
C10601,7975.19143,1,1142.15,1017.65,124.5,2652.115823,0.5,0.333333,0.25,0.25,3,10,9000,2079.521171,2902.18515,0,12
C10602,1866.608592,1,1494.5,1494.5,0,0,0.416667,0.416667,0,0,0,8,8500,2031.589282,462.41515,0,12
C10603,259.467265,0.909091,646.24,646.24,0,0,0.083333,0.083333,0,0,0,1,10000,540.021578,183.086463,0,12
C10604,1298.191599,1,0,0,0,2052.835555,0,0,0,0.333333,9,0,3500,3009.926784,505.965923,0.083333,12
C10605,313.387813,1,3608.88,2124.75,1484.13,0,1,0.75,0.75,0,0,37,15000,2419.651857,182.527745,1,12
C10606,7088.358802,1,0,0,0,3118.050456,0,0,0,0.083333,2,0,7500,4539.526102,2183.319473,0,12
C10607,4458.045588,1,0,0,0,2846.034435,0,0,0,0.166667,6,0,5000,985.516901,1708.136351,0,12
C10608,2690.771926,1,12465.21,9805.73,2659.48,0,1,0.583333,1,0,0,79,13000,9290.702248,653.194444,0,12
C10609,15244.74865,1,7823.74,7564.81,258.93,2621.049473,1,1,1,0.083333,2,62,19000,11123.40918,4467.520244,0,12
C10610,0.327199,0.454545,24.64,24.64,0,0,0.083333,0.083333,0,0,0,1,1800,45.640106,26.849523,0,12
C10611,2492.726282,1,27957.68,23032.97,4924.71,0,1,1,0.916667,0,0,70,9000,27255.00752,537.372671,1,12
C10612,47.424621,0.545455,372,273.6,98.4,0,0.333333,0.166667,0.25,0,0,7,4000,662.401178,149.47264,0.2,12
C10613,4114.723127,1,1841.62,1456.94,384.68,4004.273974,1,1,0.25,0.416667,8,21,7500,7780.322889,950.496396,0,12
C10615,2450.031338,1,1678.07,824.21,853.86,0,1,0.25,1,0,0,33,6500,682.930065,512.073385,0,12
C10616,8781.831676,1,11674.64,9400.96,2273.68,0,1,1,0.916667,0,0,93,16000,10377.3612,2372.97281,0,12
C10617,1642.024936,1,2094.38,2094.38,0,0,0.416667,0.416667,0,0,0,17,4500,576.699993,556.378998,0,12
C10618,2739.836747,0.909091,0,0,0,2970.288928,0,0,0,0.363636,5,0,3000,3418.06811,1384.882852,0,11
C10619,1946.447038,1,411.38,411.38,0,99.078081,0.25,0.25,0,0.083333,1,5,2500,1403.266638,513.547978,0,12
C10620,9.962695,0.545455,99.19,0,99.19,0,0.5,0,0.5,0,0,7,4000,209.014647,147.337498,0.166667,12
C10621,394.269079,0.363636,525,525,0,2003.827851,0.083333,0.083333,0,0.25,12,1,2500,3747.367504,82.631551,0,12
C10622,5935.917803,1,1956.06,1777.14,178.92,0,0.916667,0.916667,0.333333,0,0,48,11500,1553.147417,1338.082337,0,12
C10623,266.588825,1,1750.51,1515.46,235.05,239.188373,1,1,0.166667,0.166667,2,31,3500,2103.253278,193.898848,0.25,12
C10624,917.732846,1,18.41,0,18.41,0,0.083333,0,0.083333,0,0,1,1000,1407.291593,424.623595,0,12
C10625,3183.529482,1,386.12,386.12,0,3715.643596,0.636364,0.636364,0,0.363636,7,9,4000,4441.185925,752.309324,0,11
C10626,2071.736764,0.909091,0,0,0,199.214973,0,0,0,0.363636,4,0,2100,553.00439,570.229181,0,11
C10627,6980.581442,1,0,0,0,11549.11174,0,0,0,0.416667,15,0,14500,1498.338478,1536.151742,0,12
C10628,724.261595,1,625.46,198.4,427.06,0,0.583333,0.166667,0.5,0,0,10,7500,721.081023,234.277687,0,12
C10629,2469.665655,1,963.13,963.13,0,0,0.666667,0.666667,0,0,0,16,7000,566.87028,639.521888,0,12
C10630,202.190447,0.545455,2011.81,2011.81,0,0,0.416667,0.416667,0,0,0,8,2100,3144.544042,165.070133,0.8,12
C10631,6787.661776,1,99.5,0,99.5,7726.511679,0.833333,0,0.75,0.416667,10,10,8000,1775.13958,2293.582697,0,12
C10632,107.298227,0.636364,1084.09,0,1084.09,0,0.666667,0,0.666667,0,0,9,8000,1515.629124,152.094041,0.714286,12
C10633,3946.876897,1,207,0,207,1546.727807,0.916667,0,0.916667,0.5,11,11,8500,1494.101923,886.539252,0,12
C10634,1246.393805,1,1757.47,907.05,850.42,0,1,0.416667,1,0,0,80,5000,1254.376139,309.542834,0,12
C10635,7155.328723,1,3837.59,1860.18,1977.41,14811.68818,1,0.916667,1,0.916667,51,52,9500,17739.94594,2500.582848,0,12
C10636,2147.939753,0.818182,117.57,117.57,0,1022.23072,0.083333,0.083333,0,0.083333,2,2,8000,5441.876882,542.296729,0.1,12
C10637,32.612745,1,1223.41,769.41,454,0,1,1,0.916667,0,0,25,6000,1222.343069,129.304142,0.8,12
C10638,5380.796813,1,1710.24,817.32,892.92,2292.800636,1,0.416667,1,0.25,6,43,6000,1572.990843,3215.771919,0,12
C10639,3419.661676,1,11.06,11.06,0,1261.347779,0.083333,0.083333,0,0.083333,1,1,4000,745.984976,1243.56477,0,12
C10640,8900.194109,1,0,0,0,4849.693752,0,0,0,0.916667,52,0,12000,2430.864139,2452.882838,0,12
C10641,837.950585,1,8273.18,2904.89,5368.29,0,1,1,1,0,0,53,7000,7883.621179,208.069929,1,12
C10642,2113.098241,1,619.93,0,619.93,1958.668173,1,0,0.916667,0.083333,2,24,4000,529.829894,508.775831,0,12
C10643,16.371699,0.3,190,0,190,0,0.2,0,0.2,0,0,3,4000,322.114468,139.674841,0.5,10
C10644,3774.063585,1,7680.08,5050.97,2629.11,0,1,0.583333,1,0,0,64,11500,2529.085319,1256.196236,0,12
C10645,1088.031913,1,9734.63,3756.01,5978.62,0,1,1,1,0,0,194,8500,8571.945329,204.762568,0.083333,12
C10646,2.175751,0.454545,0,0,0,136.662804,0,0,0,0.083333,1,0,3000,278.731912,56.686755,0.2,12
C10647,5248.392421,1,8403.17,7469.7,933.47,3141.100688,0.833333,0.666667,0.75,0.5,12,117,13000,8495.972927,1183.069705,0.25,12
C10648,9.581344,1,118.6,70,48.6,0,1,0.083333,0.916667,0,0,25,3300,117.780082,56.500841,0.1,12
C10649,3123.339488,1,11202.09,10929.53,272.56,0,1,1,0.583333,0,0,100,7500,8317.163283,887.495688,0.083333,12
C10650,1670.928797,1,794.52,794.52,0,0,0.666667,0.666667,0,0,0,16,1750,1083.625844,1196.302503,0,12
C10651,537.389322,0.9,1704.22,150.5,1553.72,0,0.9,0.2,0.8,0,0,16,1500,679.888456,160.592311,0.125,10
C10652,1803.955439,1,1044.43,801.35,243.08,103.174612,0.666667,0.416667,0.333333,0.083333,1,23,5000,1068.805913,518.001095,0,12
C10653,2394.126386,1,3651.59,1544.79,2106.8,2420.908491,1,0.833333,1,0.166667,11,111,4500,6925.337419,1646.768053,0.083333,12
C10654,544.879717,1,6477.6,3301.6,3176,0,1,1,0.916667,0,0,83,7500,6381.236136,235.661045,0.833333,12
C10655,288.474257,1,1025.03,0,1025.03,0,1,0,1,0,0,67,2800,1148.409463,183.177287,0.083333,12
C10656,1434.097191,1,0,0,0,1866.841949,0,0,0,0.083333,2,0,2400,2361.929133,390.202217,0,12
C10657,79.554406,0.636364,472.71,472.71,0,0,0.083333,0.083333,0,0,0,1,16000,563.830183,108.579632,0,12
C10658,2134.513436,1,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000,6801.933334,1017.637027,0.090909,11
C10659,4925.502001,1,3050.72,989.14,2061.58,10901.29827,0.583333,0.333333,0.333333,0.416667,24,16,11500,21320.89625,3913.712987,0.166667,12
C10660,62.32157,0.636364,601.35,468,133.35,0,0.416667,0.333333,0.333333,0,0,10,7000,704.075312,161.420141,0.25,12
C10661,1062.752143,1,0,0,0,496.76383,0,0,0,0.166667,3,0,1200,720.3446,369.566083,0,12
C10662,5347.377116,0.545455,0,0,0,9671.336737,0,0,0,0.083333,1,0,10500,3239.303839,3614.801495,0,12
C10663,8.555864,1,0,0,0,75.612993,0,0,0,0.083333,1,0,5000,74.218884,96.13968,0,12
C10665,164.649775,1,1764.86,1149.34,615.52,0,1,0.666667,0.916667,0,0,21,10000,1768.463643,212.73674,1,12
C10666,299.765294,1,2352.2,1136.7,1215.5,0,0.916667,0.666667,0.75,0,0,30,6500,2671.279796,185.468819,0.25,12
C10667,3725.636832,1,0,0,0,516.029064,0,0,0,0.666667,9,0,4000,1221.274221,1537.255049,0,12
C10668,306.877248,1,3877.85,2183.56,1694.29,0,0.916667,0.666667,0.75,0,0,29,12500,3639.443058,205.024983,1,12
C10669,14411.95798,1,5958.17,3161.46,2796.71,0,1,0.583333,1,0,0,98,15000,7839.750264,8096.79502,0,12
C10670,1759.969888,1,5969.33,3755.24,2214.09,1777.022586,1,1,1,0.25,4,92,16500,7272.999505,445.131364,0.25,12
C10671,1482.235539,1,14604.87,2475.93,12128.94,0,1,0.583333,1,0,0,219,15500,14462.63056,340.717801,1,12
C10672,6014.806806,1,433.63,433.63,0,2433.987199,0.25,0.25,0,0.583333,13,5,7000,1534.75789,1663.455756,0,12
C10673,5619.157028,1,2790.76,2549.25,241.51,0,1,1,0.333333,0,0,36,14000,1778.284067,1355.651702,0,12
C10674,365.12275,1,571.32,0,571.32,4961.005282,0.5,0,0.333333,0.416667,14,3,4000,5308.488824,216.48223,0.454545,12
C10675,1728.079372,1,0,0,0,1662.824051,0,0,0,0.166667,4,0,1800,141.505315,10592.53719,0,12
C10676,1043.249828,1,281.25,0,281.25,1361.24762,1,0,0.888889,0.444444,4,9,1200,634.96657,965.13244,0,9
C10677,2571.925816,1,1701.9,464.9,1237,1089.064313,1,0.25,1,0.333333,5,55,3000,710.210734,684.951673,0,12
C10678,7760.5254,1,14332.92,10588.97,3743.95,0,1,0.909091,0.909091,0,0,152,16000,7116.531862,2117.186083,0,11
C10679,61.644247,0.363636,490.6,0,490.6,0,0.272727,0,0.272727,0,0,3,18000,1197.347043,131.19619,1,11
C10680,0,0,0,0,0,310.888779,0,0,0,0.083333,1,0,9000,0,,0,12
C10681,1724.2041,1,8371.19,4192.8,4178.39,959.946429,1,0.5,1,0.083333,1,87,3800,9582.782864,1805.370785,0.25,12
C10682,558.989996,0.818182,4552.44,1234,3318.44,0,0.75,0.166667,0.583333,0,0,15,5000,5496.343824,173.931803,1,12
C10683,15.728894,0.272727,202,202,0,0,0.166667,0.166667,0,0,0,2,2000,200.169721,43.909196,0,12
C10684,3808.073463,0.909091,6030.34,2874.89,3155.45,7279.880364,1,0.5,1,0.5,62,104,7000,17084.85192,2068.25205,0.090909,12
C10685,28.394518,0.181818,379.3,0,379.3,0,0.166667,0,0.166667,0,0,6,2500,534.818301,28.994494,0.181818,12
C10686,2515.968879,1,1877.24,926.9,950.34,0,0.166667,0.166667,0.083333,0,0,29,8500,4503.07943,810.909841,0.083333,12
C10688,408.069031,1,3660.97,3660.97,0,0,1,1,0,0,0,33,7500,4471.044825,188.409994,0.666667,12
